Ticker,Date/Time,Open,High,Low,Close,Volume,OpenInt,OpenInt
ABMM,10/27/2022 10:10:00,4380.00,4400.00,4380.00,4400.00,57200,83329000,83329000
ABMM,10/27/2022 10:15:00,4400.00,4410.00,4390.00,4390.00,92900,-27338000,-27338000
ABMM,10/27/2022 10:20:00,4390.00,4390.00,4380.00,4390.00,51900,-79303008,-79303008
ABMM,10/27/2022 10:25:00,4400.00,4400.00,4390.00,4400.00,60100,263560992,263560992
ABMM,10/27/2022 10:30:00,4400.00,4400.00,4390.00,4400.00,19800,41412000,41412000
ACES,10/27/2022 09:00:00,540.00,545.00,530.00,540.00,4771100,-1306616960,-1306616960
ACES,10/27/2022 09:05:00,540.00,540.00,535.00,540.00,1242900,21073000,21073000
ACES,10/27/2022 09:10:00,540.00,540.00,535.00,540.00,422200,227343008,227343008
ACES,10/27/2022 09:15:00,540.00,545.00,540.00,545.00,1213500,508712000,508712000
ACES,10/27/2022 09:20:00,545.00,550.00,540.00,545.00,6002100,62744568,62744568
ACES,10/27/2022 09:25:00,545.00,550.00,545.00,550.00,1639800,366356512,366356512
ACES,10/27/2022 09:30:00,545.00,560.00,545.00,555.00,12020000,4539937792,4539937792
ACES,10/27/2022 09:35:00,555.00,555.00,550.00,555.00,2170800,1088879360,1088879360
ACES,10/27/2022 09:40:00,555.00,555.00,550.00,555.00,3650200,1358662528,1358662528
ACES,10/27/2022 09:45:00,555.00,555.00,545.00,555.00,12358800,-3218598912,-3218598912
ACES,10/27/2022 09:50:00,550.00,555.00,550.00,555.00,887000,182222000,182222000
ACES,10/27/2022 09:55:00,555.00,555.00,550.00,550.00,1548600,590958016,590958016
ACES,10/27/2022 10:00:00,555.00,555.00,550.00,555.00,836600,182758992,182758992
ACES,10/27/2022 10:05:00,550.00,555.00,550.00,555.00,1131500,18906500,18906500
ACES,10/27/2022 10:10:00,550.00,560.00,550.00,560.00,7689700,3384628224,3384628224
ACES,10/27/2022 10:15:00,560.00,560.00,555.00,555.00,955800,69066512,69066512
ACES,10/27/2022 10:20:00,560.00,560.00,555.00,560.00,2477800,1316096512,1316096512
ACES,10/27/2022 10:25:00,560.00,570.00,560.00,565.00,16122100,5081892352,5081892352
ACES,10/27/2022 10:30:00,565.00,565.00,560.00,560.00,2085900,-337807488,-337807488
ACST,10/27/2022 09:00:00,178.00,180.00,175.00,176.00,138700,-17736300,-17736300
ACST,10/27/2022 09:05:00,177.00,177.00,177.00,177.00,25700,2531100,2531100
ACST,10/27/2022 09:10:00,177.00,177.00,177.00,177.00,21600,3823200,3823200
ACST,10/27/2022 09:15:00,177.00,178.00,177.00,178.00,22200,3838100,3838100
ACST,10/27/2022 09:20:00,178.00,179.00,178.00,178.00,23000,3046000,3046000
ACST,10/27/2022 09:25:00,178.00,178.00,178.00,178.00,429200,-76362000,-76362000
ACST,10/27/2022 09:30:00,177.00,177.00,177.00,177.00,201200,-35612400,-35612400
ACST,10/27/2022 09:35:00,176.00,176.00,176.00,176.00,102000,-17635200,-17635200
ACST,10/27/2022 09:40:00,177.00,178.00,177.00,178.00,52500,9342500,9342500
ACST,10/27/2022 09:45:00,178.00,178.00,178.00,178.00,60000,10680000,10680000
