2021-07-23T00:00:00,AALI,Astra Agro Lestari Tbk.,--M-1M3EM00000D232------------,7825.0,0.0,0.0,8300.0,7825.0,8125.0,300.0,4669100.0,37717137500.0,4025.0,660.1,8125.0,8700.0,8100.0,69700.0,1924688333.0,1924688333.0,1924688333.0,586700.0,518500.0,,15000.0,121875000.0,1.0,None,None
2021-07-23T00:00:00,ABBA,Mahaka Media Tbk.,--U-2100000000E614-E-L--------,362.0,0.0,0.0,438.0,364.0,432.0,70.0,220530300.0,91065896800.0,18583.0,757.9,434.0,660600.0,432.0,51411400.0,2755125000.0,2755125000.0,2755125000.0,7730900.0,15523100.0,,0.0,0.0,0.0,None,None
2021-07-23T00:00:00,ABDA,Asuransi Bina Dana Arta Tbk.,--U-2105000000G412------------,6950.0,0.0,0.0,0.0,0.0,6950.0,0.0,0.0,0.0,0.0,1586.7,0.0,0.0,0.0,0.0,620806680.0,620806680.0,620806680.0,0.0,0.0,,0.0,0.0,0.0,None,None
2021-07-23T00:00:00,ABMM,ABM Investama Tbk.,--U-1105000000C311------------,1250.0,0.0,0.0,1285.0,1210.0,1235.0,-15.0,336300.0,415585500.0,205.0,32.9,1235.0,100.0,1225.0,100.0,2753165000.0,2753165000.0,2753165000.0,0.0,0.0,,0.0,0.0,0.0,None,None
2021-07-23T00:00:00,ACES,Ace Hardware Indonesia Tbk.,--MO1H7PMN0000E743M-----------,1350.0,1350.0,1355.0,1355.0,1330.0,1330.0,-20.0,8447700.0,11297003500.0,2283.0,1622.0,1330.0,33000.0,1325.0,322100.0,17150000000.0,17150000000.0,17150000000.0,7296500.0,1200300.0,,0.0,0.0,0.0,None,None
2021-07-23T00:00:00,ACST,Acset Indonusa Tbk.,--U-1105000000J211------------,248.0,0.0,0.0,252.0,242.0,246.0,-2.0,8813800.0,2166452400.0,1167.0,18.2,246.0,315900.0,244.0,843700.0,6425160000.0,6425160000.0,6425160000.0,64500.0,594300.0,,0.0,0.0,0.0,None,None
2021-07-23T00:00:00,ADES,Akasha Wira International Tbk.,--U-2130000000D212------------,2550.0,0.0,0.0,2590.0,2490.0,2500.0,-50.0,89600.0,226697000.0,154.0,129.9,2540.0,10300.0,2500.0,10900.0,589896800.0,589896800.0,589896800.0,0.0,3000.0,,0.0,0.0,0.0,None,None
2021-07-23T00:00:00,ADHI,Adhi Karya (Persero) Tbk.,--M-1135400000J211------------,760.0,0.0,0.0,780.0,735.0,740.0,-20.0,25931800.0,19359610500.0,3722.0,581.2,740.0,1207000.0,735.0,2128500.0,3560849376.0,3560849376.0,3560849376.0,1022300.0,2536000.0,,13900.0,10379000.0,3.0,None,None
2021-07-23T00:00:00,ADMF,Adira Dinamika Multi Finance Tbk.,XDU-110F000000G211------------,7725.0,0.0,0.0,7800.0,7750.0,7750.0,25.0,34300.0,266287500.0,115.0,333.3,7775.0,12300.0,7750.0,1800.0,1000000000.0,1000000000.0,1000000000.0,0.0,200.0,,0.0,0.0,0.0,None,None
2021-07-23T00:00:00,ADMG,Polychem Indonesia Tbk,--U-1130000000B111------------,204.0,0.0,0.0,208.0,199.0,206.0,2.0,1815100.0,369605200.0,287.0,18.4,206.0,26800.0,202.0,709200.0,3889179559.0,3889179559.0,3889179559.0,0.0,0.0,,0.0,0.0,0.0,None,None
2021-07-23T00:00:00,ADRO,Adaro Energy Tbk.,--MO1XD5U60000A121------------,1335.0,1335.0,1335.0,1335.0,1295.0,1305.0,-30.0,69244900.0,90625467500.0,12298.0,118.6,1305.0,5147800.0,1300.0,2377400.0,31985962000.0,31985962000.0,31985962000.0,7247900.0,10525100.0,,6.0,7830.0,1.0,None,None
2021-07-23T00:00:00,AGAR,Asia Sejahtera Mina Tbk.,--U-2130000000D231------------,402.0,0.0,0.0,402.0,402.0,402.0,0.0,2900.0,1165800.0,11.0,365.5,402.0,5600.0,390.0,2700.0,1000000000.0,1000000000.0,1000000000.0,0.0,0.0,,0.0,0.0,0.0,None,None
2021-07-23T00:00:00,AGII,Aneka Gas Industri Tbk.,--U-1135000000B111------------,1605.0,0.0,0.0,1740.0,1605.0,1740.0,135.0,83634700.0,141108899500.0,16924.0,158.2,1745.0,801100.0,1740.0,7700600.0,3066660000.0,3066660000.0,3066660000.0,4010900.0,21073100.0,,34365600.0,57390552000.0,1.0,None,None
2021-07-23T00:00:00,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,--U-1105000000G111------------,2200.0,0.0,0.0,2410.0,2200.0,2390.0,190.0,139908100.0,328236361000.0,22999.0,3904.7,2400.0,1955500.0,2390.0,9162300.0,21379233779.0,21379233779.0,21379233779.0,2751900.0,21395000.0,,0.0,0.0,0.0,None,None
2021-07-23T00:00:00,AGRS,Bank IBK Indonesia Tbk.,--U-2105000000G111------------,228.0,0.0,0.0,232.0,222.0,224.0,-4.0,21110400.0,4758094400.0,1895.0,278.2,226.0,341400.0,224.0,646000.0,17481603282.0,17481603282.0,17481603282.0,1286200.0,335600.0,,0.0,0.0,0.0,None,None
2021-07-23T00:00:00,AHAP,Asuransi Harta Aman Pratama Tbk.,--U-2100000000G412------------,60.0,0.0,0.0,61.0,57.0,59.0,-1.0,594100.0,34739600.0,132.0,222.4,60.0,75100.0,59.0,34600.0,2940000000.0,2940000000.0,2940000000.0,0.0,0.0,,0.0,0.0,0.0,None,None
